,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,Seminator,Seminator_exit_status,Kofola,Kofola_exit_status,SimCo,SimCo_exit_status,SimCo+,SimCo+_exit_status,Autfilt,Autfilt_exit_status
298,data/automata/random/FINLESS.hoa:45796.1-45828.7,5,7,17,17,2,1,1,1,0,10.0,ok,10.0,ok,236.0,ok,84.0,ok,10.0,ok
299,data/automata/random/FINLESS.hoa:46384.1-46464.7,5,19,54,54,5,7,5,1,0,48.0,ok,57.0,ok,4965.0,ok,144.0,ok,54.0,ok
300,data/automata/random/FINLESS.hoa:47406.1-47435.7,5,7,14,14,2,2,1,1,0,20.0,ok,19.0,ok,76.0,ok,52.0,ok,19.0,ok
301,data/automata/random/FINLESS.hoa:47436.1-47469.7,5,9,16,16,2,3,3,1,0,7.0,ok,6.0,ok,69.0,ok,39.0,ok,10.0,ok
302,data/automata/random/FINLESS.hoa:48013.1-48052.7,5,12,20,20,5,3,1,1,0,16.0,ok,16.0,ok,2259.0,ok,99.0,ok,16.0,ok
303,data/automata/random/FINLESS.hoa:48322.1-48455.7,5,36,90,90,9,8,5,1,0,127.0,ok,81.0,ok,,timeout,321.0,ok,120.0,ok
304,data/automata/random/FINLESS.hoa:48772.1-48805.7,5,8,18,18,5,4,1,1,0,11.0,ok,12.0,ok,3245.0,ok,41.0,ok,12.0,ok
305,data/automata/random/FINLESS.hoa:49109.1-49168.7,5,13,38,38,2,2,5,1,0,20.0,ok,12.0,ok,242.0,ok,58.0,ok,20.0,ok
306,data/automata/random/FINLESS.hoa:49649.1-49675.7,5,7,12,12,4,1,0,0,0,18.0,ok,13.0,ok,86.0,ok,70.0,ok,13.0,ok
307,data/automata/random/FINLESS.hoa:49728.1-49802.7,5,17,50,50,5,4,8,1,0,21.0,ok,21.0,ok,196.0,ok,45.0,ok,25.0,ok
308,data/automata/random/FINLESS.hoa:50278.1-50339.7,5,14,40,40,6,8,4,1,0,13.0,ok,13.0,ok,1936.0,ok,74.0,ok,13.0,ok
309,data/automata/random/FINLESS.hoa:50372.1-50427.7,5,15,33,33,4,6,4,1,0,34.0,ok,20.0,ok,2792.0,ok,131.0,ok,24.0,ok
310,data/automata/random/FINLESS.hoa:50494.1-50568.7,5,22,45,45,4,14,4,1,0,12.0,ok,14.0,ok,405.0,ok,49.0,ok,16.0,ok
311,data/automata/random/FINLESS.hoa:50569.1-50662.7,5,25,61,61,4,7,4,1,0,37.0,ok,35.0,ok,2466.0,ok,125.0,ok,43.0,ok
312,data/automata/random/FINLESS.hoa:50805.1-50870.7,5,16,42,42,2,4,7,1,0,11.0,ok,11.0,ok,448.0,ok,86.0,ok,17.0,ok
313,data/automata/random/FINLESS.hoa:496.1-561.7,4,16,42,42,7,6,7,1,0,8.0,ok,9.0,ok,406.0,ok,68.0,ok,9.0,ok
314,data/automata/random/FINLESS.hoa:687.1-747.7,4,16,37,37,3,4,4,1,0,24.0,ok,18.0,ok,278.0,ok,80.0,ok,20.0,ok
315,data/automata/random/FINLESS.hoa:905.1-1026.7,4,28,86,86,8,6,6,1,0,575.0,ok,339.0,ok,,timeout,954.0,ok,260.0,ok
316,data/automata/random/FINLESS.hoa:1263.1-1358.7,4,21,67,67,6,7,6,1,0,145.0,ok,33.0,ok,,timeout,311.0,ok,100.0,ok
317,data/automata/random/FINLESS.hoa:1896.1-2098.7,4,61,134,134,10,14,10,1,0,172.0,ok,108.0,ok,,timeout,396.0,ok,223.0,ok
318,data/automata/random/FINLESS.hoa:3623.1-3715.7,4,22,63,63,4,4,8,1,0,79.0,ok,64.0,ok,1911.0,ok,113.0,ok,101.0,ok
319,data/automata/random/FINLESS.hoa:4094.1-4243.7,4,47,95,95,9,8,8,1,0,,timeout,146.0,ok,,timeout,780.0,ok,340.0,ok
320,data/automata/random/FINLESS.hoa:4324.1-4358.7,4,11,16,16,5,4,2,1,0,18.0,ok,18.0,ok,904.0,ok,57.0,ok,18.0,ok
321,data/automata/random/FINLESS.hoa:4846.1-4908.7,4,18,37,37,2,9,2,1,0,12.0,ok,14.0,ok,279.0,ok,59.0,ok,12.0,ok
322,data/automata/random/FINLESS.hoa:4963.1-5009.7,4,14,24,24,2,4,2,1,0,14.0,ok,14.0,ok,153.0,ok,81.0,ok,19.0,ok
323,data/automata/random/FINLESS.hoa:5186.1-5248.7,4,16,38,38,2,6,5,1,0,11.0,ok,12.0,ok,174.0,ok,69.0,ok,12.0,ok
324,data/automata/random/FINLESS.hoa:5563.1-5579.7,4,4,5,5,4,1,0,0,0,7.0,ok,6.0,ok,31.0,ok,23.0,ok,7.0,ok
325,data/automata/random/FINLESS.hoa:5580.1-5639.7,4,16,36,36,2,5,4,1,0,18.0,ok,22.0,ok,368.0,ok,69.0,ok,23.0,ok
326,data/automata/random/FINLESS.hoa:5893.1-5916.7,4,5,10,10,2,1,0,0,0,12.0,ok,11.0,ok,29.0,ok,25.0,ok,14.0,ok
327,data/automata/random/FINLESS.hoa:6307.1-6427.7,4,35,78,78,7,8,6,1,0,42.0,ok,13.0,ok,,timeout,140.0,ok,31.0,ok
328,data/automata/random/FINLESS.hoa:6611.1-6678.7,4,16,43,43,5,4,5,1,0,20.0,ok,20.0,ok,543.0,ok,101.0,ok,29.0,ok
329,data/automata/random/FINLESS.hoa:7003.1-7066.7,4,14,41,41,5,2,5,1,0,74.0,ok,84.0,ok,311.0,ok,113.0,ok,120.0,ok
330,data/automata/random/FINLESS.hoa:7447.1-7480.7,4,9,17,17,6,5,3,1,0,15.0,ok,14.0,ok,750.0,ok,45.0,ok,14.0,ok
331,data/automata/random/FINLESS.hoa:7645.1-7717.7,4,20,45,45,6,7,5,1,0,29.0,ok,45.0,ok,1648.0,ok,136.0,ok,40.0,ok
332,data/automata/random/FINLESS.hoa:7909.1-7936.7,4,7,13,13,2,4,2,1,0,5.0,ok,6.0,ok,61.0,ok,20.0,ok,6.0,ok
333,data/automata/random/FINLESS.hoa:9294.1-9318.7,4,7,10,10,3,3,1,1,0,4.0,ok,5.0,ok,51.0,ok,17.0,ok,5.0,ok
334,data/automata/random/FINLESS.hoa:9319.1-9461.7,4,40,95,95,7,11,5,1,0,275.0,ok,307.0,ok,,timeout,330.0,ok,386.0,ok
335,data/automata/random/FINLESS.hoa:9556.1-9646.7,4,24,59,59,5,4,4,1,0,90.0,ok,67.0,ok,34472.0,ok,284.0,ok,95.0,ok
336,data/automata/random/FINLESS.hoa:9647.1-9687.7,4,11,22,22,4,7,3,1,0,7.0,ok,8.0,ok,76.0,ok,23.0,ok,8.0,ok
337,data/automata/random/FINLESS.hoa:9845.1-9971.7,4,35,84,84,8,11,6,1,0,72.0,ok,72.0,ok,,timeout,311.0,ok,65.0,ok
338,data/automata/random/FINLESS.hoa:9998.1-10074.7,4,19,50,50,3,3,7,1,0,80.0,ok,78.0,ok,2587.0,ok,158.0,ok,77.0,ok
339,data/automata/random/FINLESS.hoa:10357.1-10405.7,4,14,26,26,2,10,6,1,0,7.0,ok,7.0,ok,165.0,ok,28.0,ok,8.0,ok
340,data/automata/random/FINLESS.hoa:10574.1-10610.7,4,8,20,20,3,1,1,1,0,20.0,ok,19.0,ok,531.0,ok,120.0,ok,20.0,ok
341,data/automata/random/FINLESS.hoa:11371.1-11412.7,4,11,23,23,6,4,2,1,0,13.0,ok,12.0,ok,2561.0,ok,105.0,ok,15.0,ok
342,data/automata/random/FINLESS.hoa:11550.1-11651.7,4,26,68,68,3,8,5,1,0,19.0,ok,22.0,ok,1734.0,ok,151.0,ok,21.0,ok
343,data/automata/random/FINLESS.hoa:11786.1-11878.7,4,20,65,65,4,4,8,1,0,18.0,ok,21.0,ok,513.0,ok,96.0,ok,20.0,ok
344,data/automata/random/FINLESS.hoa:12029.1-12079.7,4,12,30,30,2,3,3,1,0,9.0,ok,10.0,ok,133.0,ok,54.0,ok,10.0,ok
345,data/automata/random/FINLESS.hoa:12324.1-12378.7,4,15,32,32,2,4,3,1,0,16.0,ok,17.0,ok,325.0,ok,79.0,ok,15.0,ok
346,data/automata/random/FINLESS.hoa:12479.1-12720.7,4,76,158,158,14,41,10,1,0,32.0,ok,20.0,ok,,timeout,113.0,ok,26.0,ok
347,data/automata/random/FINLESS.hoa:12936.1-12979.7,4,13,23,23,5,4,3,1,0,7.0,ok,7.0,ok,585.0,ok,80.0,ok,13.0,ok
348,data/automata/random/FINLESS.hoa:13281.1-13313.7,4,7,17,17,2,4,3,1,0,5.0,ok,6.0,ok,52.0,ok,33.0,ok,6.0,ok
349,data/automata/random/FINLESS.hoa:13380.1-13397.7,4,4,5,5,2,3,0,0,0,5.0,ok,5.0,ok,17.0,ok,14.0,ok,5.0,ok
350,data/automata/random/FINLESS.hoa:13707.1-13751.7,4,12,24,24,2,4,2,1,0,14.0,ok,14.0,ok,105.0,ok,44.0,ok,16.0,ok
351,data/automata/random/FINLESS.hoa:13853.1-13883.7,4,7,15,15,2,1,2,1,0,11.0,ok,11.0,ok,214.0,ok,65.0,ok,11.0,ok
352,data/automata/random/FINLESS.hoa:14140.1-14244.7,4,29,68,68,11,14,5,1,0,32.0,ok,33.0,ok,,timeout,191.0,ok,31.0,ok
353,data/automata/random/FINLESS.hoa:14278.1-14371.7,4,24,62,62,4,6,5,1,0,44.0,ok,70.0,ok,30872.0,ok,145.0,ok,59.0,ok
354,data/automata/random/FINLESS.hoa:15410.1-15457.7,4,11,29,29,6,4,3,1,0,21.0,ok,19.0,ok,2048.0,ok,89.0,ok,19.0,ok
355,data/automata/random/FINLESS.hoa:15518.1-15634.7,4,30,79,79,6,11,7,1,0,,timeout,180.0,ok,,timeout,360.0,ok,224.0,ok
356,data/automata/random/FINLESS.hoa:15635.1-15674.7,4,8,23,23,3,2,2,1,0,182.0,ok,157.0,ok,795.0,ok,155.0,ok,149.0,ok
357,data/automata/random/FINLESS.hoa:15755.1-15809.7,4,14,33,33,6,4,6,1,0,92.0,ok,51.0,ok,12520.0,ok,126.0,ok,62.0,ok
358,data/automata/random/FINLESS.hoa:15810.1-15882.7,4,15,49,49,2,4,6,1,0,30.0,ok,31.0,ok,356.0,ok,83.0,ok,33.0,ok
359,data/automata/random/FINLESS.hoa:16095.1-16128.7,4,9,17,17,8,5,3,1,0,11.0,ok,11.0,ok,8503.0,ok,97.0,ok,11.0,ok
360,data/automata/random/FINLESS.hoa:16205.1-16253.7,4,15,26,26,9,7,1,1,0,27.0,ok,27.0,ok,6028.0,ok,81.0,ok,27.0,ok
361,data/automata/random/FINLESS.hoa:17294.1-17387.7,4,23,63,63,4,4,6,1,0,62.0,ok,48.0,ok,4086.0,ok,125.0,ok,70.0,ok
362,data/automata/random/FINLESS.hoa:17877.1-17914.7,4,10,20,20,3,3,2,1,0,14.0,ok,13.0,ok,344.0,ok,84.0,ok,16.0,ok
363,data/automata/random/FINLESS.hoa:18283.1-18335.7,4,13,31,31,2,3,3,1,0,16.0,ok,15.0,ok,69.0,ok,52.0,ok,13.0,ok
364,data/automata/random/FINLESS.hoa:18336.1-18492.7,4,37,112,112,6,9,14,1,0,47.0,ok,48.0,ok,10412.0,ok,158.0,ok,47.0,ok
365,data/automata/random/FINLESS.hoa:18697.1-18817.7,4,28,85,85,9,4,9,1,0,921.0,ok,272.0,ok,,timeout,1547.0,ok,350.0,ok
366,data/automata/random/FINLESS.hoa:18973.1-19028.7,4,14,34,34,2,5,5,1,0,20.0,ok,17.0,ok,440.0,ok,82.0,ok,16.0,ok
367,data/automata/random/FINLESS.hoa:20602.1-20671.7,4,18,44,44,5,4,5,1,0,40.0,ok,29.0,ok,3045.0,ok,136.0,ok,35.0,ok
368,data/automata/random/FINLESS.hoa:20871.1-20964.7,4,28,58,58,5,8,3,1,0,12.0,ok,14.0,ok,1440.0,ok,58.0,ok,15.0,ok
369,data/automata/random/FINLESS.hoa:21486.1-21517.7,4,8,16,16,3,3,1,1,0,9.0,ok,8.0,ok,220.0,ok,49.0,ok,11.0,ok
370,data/automata/random/FINLESS.hoa:22261.1-22276.7,4,3,4,4,2,1,0,0,0,4.0,ok,4.0,ok,17.0,ok,13.0,ok,4.0,ok
371,data/automata/random/FINLESS.hoa:22357.1-22397.7,4,10,23,23,4,4,3,1,0,11.0,ok,10.0,ok,180.0,ok,49.0,ok,14.0,ok
372,data/automata/random/FINLESS.hoa:22398.1-22516.7,4,35,76,76,8,14,6,1,0,16.0,ok,18.0,ok,,timeout,60.0,ok,18.0,ok
373,data/automata/random/FINLESS.hoa:22713.1-22788.7,4,23,45,45,7,6,3,1,0,17.0,ok,21.0,ok,,timeout,134.0,ok,29.0,ok
374,data/automata/random/FINLESS.hoa:22891.1-22912.7,4,5,9,9,6,1,0,0,0,24.0,ok,16.0,ok,146.0,ok,63.0,ok,20.0,ok
375,data/automata/random/FINLESS.hoa:22913.1-22951.7,4,10,21,21,3,2,1,1,0,44.0,ok,36.0,ok,426.0,ok,99.0,ok,36.0,ok
376,data/automata/random/FINLESS.hoa:22952.1-22992.7,4,9,24,24,2,2,2,1,0,16.0,ok,14.0,ok,197.0,ok,55.0,ok,15.0,ok
377,data/automata/random/FINLESS.hoa:23628.1-23646.7,4,4,6,6,2,1,0,0,0,8.0,ok,8.0,ok,18.0,ok,15.0,ok,11.0,ok
378,data/automata/random/FINLESS.hoa:23952.1-23978.7,4,6,12,12,3,1,0,0,0,38.0,ok,25.0,ok,49.0,ok,44.0,ok,25.0,ok
379,data/automata/random/FINLESS.hoa:23979.1-24026.7,4,12,28,28,5,3,4,1,0,25.0,ok,23.0,ok,1049.0,ok,57.0,ok,27.0,ok
380,data/automata/random/FINLESS.hoa:25016.1-25032.7,4,3,6,6,3,2,1,1,0,5.0,ok,5.0,ok,37.0,ok,11.0,ok,5.0,ok
381,data/automata/random/FINLESS.hoa:25190.1-25224.7,4,10,17,17,9,5,1,1,0,8.0,ok,8.0,ok,5308.0,ok,80.0,ok,11.0,ok
382,data/automata/random/FINLESS.hoa:25363.1-25451.7,4,20,61,61,5,3,7,1,0,157.0,ok,85.0,ok,24817.0,ok,301.0,ok,120.0,ok
383,data/automata/random/FINLESS.hoa:26175.1-26204.7,4,7,14,14,3,4,1,1,0,5.0,ok,6.0,ok,60.0,ok,21.0,ok,6.0,ok
384,data/automata/random/FINLESS.hoa:26472.1-26566.7,4,20,67,67,5,5,6,1,0,37.0,ok,48.0,ok,6589.0,ok,146.0,ok,46.0,ok
385,data/automata/random/FINLESS.hoa:26603.1-26658.7,4,16,32,32,3,9,3,1,0,20.0,ok,17.0,ok,714.0,ok,98.0,ok,21.0,ok
386,data/automata/random/FINLESS.hoa:26756.1-26778.7,4,6,8,8,2,2,1,1,0,11.0,ok,11.0,ok,41.0,ok,33.0,ok,11.0,ok
387,data/automata/random/FINLESS.hoa:27421.1-27441.7,4,5,8,8,3,2,1,1,0,10.0,ok,11.0,ok,126.0,ok,40.0,ok,11.0,ok
388,data/automata/random/FINLESS.hoa:27492.1-27512.7,4,5,7,7,2,2,1,1,0,5.0,ok,6.0,ok,58.0,ok,30.0,ok,6.0,ok
389,data/automata/random/FINLESS.hoa:27725.1-27862.7,4,38,92,92,8,10,5,1,0,48.0,ok,37.0,ok,,timeout,462.0,ok,94.0,ok
390,data/automata/random/FINLESS.hoa:27910.1-27963.7,4,15,31,31,2,4,5,1,0,15.0,ok,11.0,ok,357.0,ok,67.0,ok,13.0,ok
391,data/automata/random/FINLESS.hoa:28036.1-28072.7,4,11,18,18,3,3,2,1,0,20.0,ok,17.0,ok,266.0,ok,51.0,ok,17.0,ok
392,data/automata/random/FINLESS.hoa:28371.1-28390.7,4,5,6,6,2,1,0,0,0,8.0,ok,8.0,ok,19.0,ok,16.0,ok,10.0,ok
393,data/automata/random/FINLESS.hoa:28963.1-29045.7,4,21,54,54,6,6,7,1,0,37.0,ok,37.0,ok,2533.0,ok,131.0,ok,47.0,ok
394,data/automata/random/FINLESS.hoa:29046.1-29078.7,4,8,17,17,4,2,1,1,0,70.0,ok,37.0,ok,598.0,ok,96.0,ok,37.0,ok
395,data/automata/random/FINLESS.hoa:30260.1-30324.7,4,17,40,40,5,7,2,1,0,27.0,ok,31.0,ok,,timeout,120.0,ok,27.0,ok
396,data/automata/random/FINLESS.hoa:30565.1-30617.7,4,16,29,29,8,8,2,1,0,22.0,ok,25.0,ok,,timeout,165.0,ok,23.0,ok
397,data/automata/random/FINLESS.hoa:31006.1-31076.7,4,18,45,45,7,4,7,1,0,107.0,ok,76.0,ok,23115.0,ok,237.0,ok,105.0,ok
398,data/automata/random/FINLESS.hoa:31520.1-31558.7,4,10,21,21,3,5,3,1,0,16.0,ok,15.0,ok,488.0,ok,77.0,ok,14.0,ok
399,data/automata/random/FINLESS.hoa:32175.1-32304.7,4,33,89,89,8,14,5,1,0,104.0,ok,34.0,ok,,timeout,233.0,ok,48.0,ok
400,data/automata/random/FINLESS.hoa:32369.1-32488.7,4,27,85,85,10,5,7,1,0,777.0,ok,267.0,ok,,timeout,584.0,ok,2220.0,ok
401,data/automata/random/FINLESS.hoa:32489.1-32535.7,4,14,25,25,6,8,4,1,0,9.0,ok,9.0,ok,222.0,ok,23.0,ok,9.0,ok
402,data/automata/random/FINLESS.hoa:32536.1-32575.7,4,11,21,21,8,6,1,1,0,9.0,ok,9.0,ok,,timeout,125.0,ok,9.0,ok
403,data/automata/random/FINLESS.hoa:32766.1-32792.7,4,6,12,12,3,2,0,0,0,26.0,ok,15.0,ok,39.0,ok,34.0,ok,18.0,ok
404,data/automata/random/FINLESS.hoa:32793.1-32854.7,4,15,38,38,3,5,7,1,0,22.0,ok,23.0,ok,212.0,ok,57.0,ok,26.0,ok
405,data/automata/random/FINLESS.hoa:33940.1-34020.7,4,19,54,54,10,5,6,1,0,132.0,ok,82.0,ok,,timeout,424.0,ok,119.0,ok
406,data/automata/random/FINLESS.hoa:34237.1-34263.7,4,7,12,12,3,2,2,1,0,12.0,ok,13.0,ok,180.0,ok,47.0,ok,11.0,ok
407,data/automata/random/FINLESS.hoa:35157.1-35236.7,4,21,51,51,7,5,2,1,0,11.0,ok,12.0,ok,25373.0,ok,128.0,ok,12.0,ok
408,data/automata/random/FINLESS.hoa:35492.1-35555.7,4,18,38,38,7,10,4,1,0,72.0,ok,48.0,ok,16235.0,ok,169.0,ok,51.0,ok
409,data/automata/random/FINLESS.hoa:35612.1-35686.7,4,20,47,47,3,7,5,1,0,27.0,ok,28.0,ok,483.0,ok,107.0,ok,33.0,ok
410,data/automata/random/FINLESS.hoa:35963.1-36109.7,4,36,103,103,9,9,10,1,0,88.0,ok,72.0,ok,,timeout,553.0,ok,99.0,ok
411,data/automata/random/FINLESS.hoa:37081.1-37102.7,4,5,8,8,2,4,1,1,0,5.0,ok,6.0,ok,81.0,ok,20.0,ok,6.0,ok
412,data/automata/random/FINLESS.hoa:37136.1-37212.7,4,23,46,46,4,7,4,1,0,18.0,ok,20.0,ok,732.0,ok,92.0,ok,22.0,ok
413,data/automata/random/FINLESS.hoa:37342.1-37434.7,4,26,59,59,3,8,8,1,0,33.0,ok,36.0,ok,913.0,ok,119.0,ok,40.0,ok
414,data/automata/random/FINLESS.hoa:37435.1-37470.7,4,10,18,18,4,4,2,1,0,12.0,ok,15.0,ok,564.0,ok,58.0,ok,15.0,ok
415,data/automata/random/FINLESS.hoa:37555.1-37602.7,4,12,28,28,5,6,3,1,0,9.0,ok,9.0,ok,345.0,ok,68.0,ok,11.0,ok
416,data/automata/random/FINLESS.hoa:37938.1-37987.7,4,15,27,27,4,5,4,1,0,16.0,ok,15.0,ok,705.0,ok,76.0,ok,23.0,ok
417,data/automata/random/FINLESS.hoa:38350.1-38407.7,4,15,35,35,3,6,6,1,0,12.0,ok,13.0,ok,222.0,ok,73.0,ok,13.0,ok
418,data/automata/random/FINLESS.hoa:38408.1-38469.7,4,16,38,38,2,4,3,1,0,21.0,ok,18.0,ok,362.0,ok,82.0,ok,23.0,ok
419,data/automata/random/FINLESS.hoa:38545.1-38585.7,4,12,21,21,4,3,2,1,0,23.0,ok,15.0,ok,897.0,ok,112.0,ok,12.0,ok
420,data/automata/random/FINLESS.hoa:39423.1-39479.7,4,15,34,34,2,4,6,1,0,19.0,ok,22.0,ok,243.0,ok,54.0,ok,23.0,ok
421,data/automata/random/FINLESS.hoa:39480.1-39552.7,4,22,43,43,6,4,5,1,0,26.0,ok,27.0,ok,1629.0,ok,84.0,ok,27.0,ok
422,data/automata/random/FINLESS.hoa:39764.1-39846.7,4,19,56,56,2,4,9,1,0,31.0,ok,21.0,ok,837.0,ok,132.0,ok,24.0,ok
423,data/automata/random/FINLESS.hoa:40037.1-40086.7,4,12,30,30,3,2,6,1,0,47.0,ok,32.0,ok,615.0,ok,103.0,ok,43.0,ok
424,data/automata/random/FINLESS.hoa:40518.1-40590.7,4,21,44,44,6,16,4,1,0,8.0,ok,12.0,ok,650.0,ok,66.0,ok,12.0,ok
425,data/automata/random/FINLESS.hoa:40608.1-40660.7,4,13,31,31,2,5,5,1,0,10.0,ok,10.0,ok,163.0,ok,52.0,ok,12.0,ok
426,data/automata/random/FINLESS.hoa:40756.1-40895.7,4,41,91,91,9,8,5,1,0,41.0,ok,37.0,ok,,timeout,161.0,ok,43.0,ok
427,data/automata/random/FINLESS.hoa:41105.1-41160.7,4,14,33,33,2,5,4,1,0,17.0,ok,16.0,ok,231.0,ok,73.0,ok,22.0,ok
428,data/automata/random/FINLESS.hoa:41380.1-41514.7,4,32,95,95,7,6,11,1,0,119.0,ok,99.0,ok,,timeout,350.0,ok,212.0,ok
429,data/automata/random/FINLESS.hoa:41581.1-41612.7,4,8,15,15,2,2,2,1,0,18.0,ok,17.0,ok,109.0,ok,48.0,ok,14.0,ok
430,data/automata/random/FINLESS.hoa:41809.1-41898.7,4,22,60,60,3,5,5,1,0,43.0,ok,45.0,ok,2049.0,ok,132.0,ok,43.0,ok
431,data/automata/random/FINLESS.hoa:41921.1-42029.7,4,34,67,67,11,17,3,1,0,20.0,ok,18.0,ok,4057.0,ok,143.0,ok,19.0,ok
432,data/automata/random/FINLESS.hoa:42359.1-42381.7,4,6,8,8,2,2,0,0,0,7.0,ok,7.0,ok,26.0,ok,21.0,ok,7.0,ok
433,data/automata/random/FINLESS.hoa:42608.1-42651.7,4,12,24,24,4,5,2,1,0,9.0,ok,10.0,ok,163.0,ok,42.0,ok,10.0,ok
434,data/automata/random/FINLESS.hoa:42652.1-42765.7,4,29,77,77,5,10,5,1,0,45.0,ok,55.0,ok,20879.0,ok,155.0,ok,48.0,ok
435,data/automata/random/FINLESS.hoa:42766.1-42837.7,4,21,43,43,8,5,3,1,0,374.0,ok,199.0,ok,13301.0,ok,271.0,ok,157.0,ok
436,data/automata/random/FINLESS.hoa:42877.1-43006.7,4,32,90,90,10,10,5,1,0,246.0,ok,182.0,ok,,timeout,413.0,ok,188.0,ok
437,data/automata/random/FINLESS.hoa:43315.1-43364.7,4,13,29,29,2,6,3,1,0,13.0,ok,13.0,ok,284.0,ok,59.0,ok,18.0,ok
438,data/automata/random/FINLESS.hoa:43465.1-43495.7,4,7,15,15,2,4,2,1,0,7.0,ok,9.0,ok,57.0,ok,36.0,ok,9.0,ok
439,data/automata/random/FINLESS.hoa:43547.1-43603.7,4,14,35,35,2,4,2,1,0,21.0,ok,19.0,ok,419.0,ok,76.0,ok,16.0,ok
440,data/automata/random/FINLESS.hoa:43604.1-43810.7,4,55,144,144,11,10,12,1,0,,timeout,221.0,ok,,timeout,677.0,ok,6987.0,ok
441,data/automata/random/FINLESS.hoa:43811.1-43927.7,4,33,76,76,10,9,8,1,0,51.0,ok,45.0,ok,16613.0,ok,172.0,ok,47.0,ok
442,data/automata/random/FINLESS.hoa:43928.1-43998.7,4,18,45,45,2,5,5,1,0,23.0,ok,22.0,ok,636.0,ok,128.0,ok,29.0,ok
443,data/automata/random/FINLESS.hoa:43999.1-44102.7,4,32,64,64,9,20,2,1,0,13.0,ok,13.0,ok,,timeout,103.0,ok,24.0,ok
444,data/automata/random/FINLESS.hoa:44103.1-44125.7,4,6,9,9,3,2,2,1,0,20.0,ok,17.0,ok,179.0,ok,40.0,ok,17.0,ok
445,data/automata/random/FINLESS.hoa:44232.1-44267.7,4,8,20,20,3,3,3,1,0,10.0,ok,10.0,ok,429.0,ok,64.0,ok,11.0,ok
446,data/automata/random/FINLESS.hoa:44268.1-44286.7,4,4,7,7,3,3,1,1,0,5.0,ok,5.0,ok,31.0,ok,17.0,ok,6.0,ok
447,data/automata/random/FINLESS.hoa:44417.1-44448.7,4,8,16,16,3,4,2,1,0,6.0,ok,7.0,ok,112.0,ok,30.0,ok,7.0,ok
