,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,Seminator,Seminator_exit_status,Kofola,Kofola_exit_status,SimCo,SimCo_exit_status,SimCo+,SimCo+_exit_status,Autfilt,Autfilt_exit_status
597,data/automata/random/FINLESS.hoa:2485.1-2563.7,2,18,52,52,3,8,11,1,0,37.0,ok,36.0,ok,150.0,ok,95.0,ok,37.0,ok
598,data/automata/random/FINLESS.hoa:2862.1-2927.7,2,15,43,43,5,4,5,1,0,185.0,ok,197.0,ok,33032.0,ok,676.0,ok,208.0,ok
599,data/automata/random/FINLESS.hoa:2928.1-2977.7,2,16,26,26,3,5,4,1,0,13.0,ok,17.0,ok,455.0,ok,56.0,ok,17.0,ok
600,data/automata/random/FINLESS.hoa:3219.1-3245.7,2,6,12,12,2,1,0,0,0,12.0,ok,11.0,ok,30.0,ok,26.0,ok,11.0,ok
601,data/automata/random/FINLESS.hoa:3293.1-3316.7,2,7,9,9,4,3,1,1,0,18.0,ok,13.0,ok,432.0,ok,47.0,ok,12.0,ok
602,data/automata/random/FINLESS.hoa:3385.1-3507.7,2,31,84,84,8,9,13,1,0,,timeout,343.0,ok,33942.0,ok,588.0,ok,523.0,ok
603,data/automata/random/FINLESS.hoa:4031.1-4093.7,2,16,39,39,7,5,5,1,0,974.0,ok,590.0,ok,87516.0,ok,389.0,ok,949.0,ok
604,data/automata/random/FINLESS.hoa:4244.1-4323.7,2,21,51,51,9,5,10,1,0,69.0,ok,66.0,ok,12564.0,ok,333.0,ok,137.0,ok
605,data/automata/random/FINLESS.hoa:4419.1-4460.7,2,12,22,22,3,5,2,1,0,10.0,ok,9.0,ok,178.0,ok,54.0,ok,11.0,ok
606,data/automata/random/FINLESS.hoa:4545.1-4595.7,2,14,29,29,6,11,3,1,0,9.0,ok,11.0,ok,422.0,ok,31.0,ok,11.0,ok
607,data/automata/random/FINLESS.hoa:4596.1-4671.7,2,20,48,48,6,4,7,1,0,34.0,ok,31.0,ok,2083.0,ok,165.0,ok,36.0,ok
608,data/automata/random/FINLESS.hoa:6120.1-6188.7,2,21,40,40,8,9,3,1,0,79.0,ok,40.0,ok,,timeout,194.0,ok,43.0,ok
609,data/automata/random/FINLESS.hoa:6189.1-6279.7,2,24,59,59,8,7,8,1,0,741.0,ok,877.0,ok,5865.0,ok,315.0,ok,1042.0,ok
610,data/automata/random/FINLESS.hoa:6428.1-6467.7,2,10,22,22,7,4,3,1,0,11.0,ok,10.0,ok,5618.0,ok,72.0,ok,10.0,ok
611,data/automata/random/FINLESS.hoa:6468.1-6507.7,2,10,22,22,2,4,4,1,0,12.0,ok,9.0,ok,241.0,ok,43.0,ok,12.0,ok
612,data/automata/random/FINLESS.hoa:6783.1-6800.7,2,3,6,6,2,2,0,0,0,6.0,ok,6.0,ok,16.0,ok,11.0,ok,6.0,ok
613,data/automata/random/FINLESS.hoa:6863.1-7002.7,2,33,99,99,8,7,15,1,0,254.0,ok,122.0,ok,,timeout,462.0,ok,180.0,ok
614,data/automata/random/FINLESS.hoa:7191.1-7216.7,2,6,12,12,2,5,1,1,0,5.0,ok,6.0,ok,38.0,ok,18.0,ok,6.0,ok
615,data/automata/random/FINLESS.hoa:7217.1-7284.7,2,20,40,40,7,8,5,1,0,44.0,ok,23.0,ok,10474.0,ok,208.0,ok,34.0,ok
616,data/automata/random/FINLESS.hoa:7534.1-7592.7,2,17,34,34,2,6,7,1,0,29.0,ok,25.0,ok,546.0,ok,79.0,ok,26.0,ok
617,data/automata/random/FINLESS.hoa:8254.1-8290.7,2,10,19,19,3,5,2,1,0,18.0,ok,15.0,ok,143.0,ok,51.0,ok,15.0,ok
618,data/automata/random/FINLESS.hoa:8735.1-8791.7,2,15,34,34,4,5,5,1,0,19.0,ok,14.0,ok,1334.0,ok,58.0,ok,21.0,ok
619,data/automata/random/FINLESS.hoa:10075.1-10102.7,2,7,13,13,2,6,2,1,0,10.0,ok,11.0,ok,130.0,ok,46.0,ok,11.0,ok
620,data/automata/random/FINLESS.hoa:10406.1-10495.7,2,22,60,60,7,5,8,1,0,150.0,ok,73.0,ok,27828.0,ok,240.0,ok,196.0,ok
621,data/automata/random/FINLESS.hoa:10654.1-10733.7,2,24,48,48,6,8,8,1,0,18.0,ok,18.0,ok,1162.0,ok,70.0,ok,16.0,ok
622,data/automata/random/FINLESS.hoa:10734.1-10767.7,2,8,17,17,2,1,4,1,0,36.0,ok,29.0,ok,241.0,ok,53.0,ok,31.0,ok
623,data/automata/random/FINLESS.hoa:10768.1-10825.7,2,16,34,34,4,10,4,1,0,10.0,ok,11.0,ok,1279.0,ok,84.0,ok,14.0,ok
624,data/automata/random/FINLESS.hoa:11002.1-11063.7,2,17,36,36,2,11,5,1,0,7.0,ok,7.0,ok,280.0,ok,51.0,ok,8.0,ok
625,data/automata/random/FINLESS.hoa:11136.1-11170.7,2,8,18,18,2,1,3,1,0,27.0,ok,25.0,ok,427.0,ok,116.0,ok,31.0,ok
626,data/automata/random/FINLESS.hoa:12080.1-12175.7,2,23,65,65,8,5,10,1,0,8742.0,ok,838.0,ok,97990.0,ok,797.0,ok,5865.0,ok
627,data/automata/random/FINLESS.hoa:12176.1-12223.7,2,13,27,27,3,5,4,1,0,39.0,ok,32.0,ok,516.0,ok,84.0,ok,35.0,ok
628,data/automata/random/FINLESS.hoa:12224.1-12244.7,2,5,8,8,4,2,1,1,0,6.0,ok,6.0,ok,95.0,ok,21.0,ok,6.0,ok
629,data/automata/random/FINLESS.hoa:12245.1-12323.7,2,19,52,52,8,5,8,1,0,7512.0,ok,671.0,ok,,timeout,1341.0,ok,1254.0,ok
630,data/automata/random/FINLESS.hoa:13234.1-13280.7,2,13,26,26,3,3,6,1,0,133.0,ok,95.0,ok,1003.0,ok,116.0,ok,126.0,ok
631,data/automata/random/FINLESS.hoa:13314.1-13379.7,2,15,43,43,6,4,7,1,0,,timeout,238.0,ok,112634.0,ok,1141.0,ok,514.0,ok
632,data/automata/random/FINLESS.hoa:14091.1-14139.7,2,11,30,30,8,8,5,1,0,25.0,ok,22.0,ok,69006.0,ok,126.0,ok,26.0,ok
633,data/automata/random/FINLESS.hoa:14669.1-14803.7,2,36,91,91,13,11,10,1,0,,timeout,119.0,ok,,timeout,785.0,ok,555.0,ok
634,data/automata/random/FINLESS.hoa:14804.1-14867.7,2,17,39,39,5,6,5,1,0,16.0,ok,12.0,ok,1381.0,ok,107.0,ok,24.0,ok
635,data/automata/random/FINLESS.hoa:14868.1-14968.7,2,28,65,65,7,8,6,1,0,129.0,ok,119.0,ok,,timeout,330.0,ok,121.0,ok
636,data/automata/random/FINLESS.hoa:15039.1-15301.7,2,71,184,184,12,23,22,1,0,5564.0,ok,646.0,ok,,timeout,1512.0,ok,5281.0,ok
637,data/automata/random/FINLESS.hoa:15458.1-15496.7,2,10,21,21,4,6,5,1,0,16.0,ok,13.0,ok,580.0,ok,68.0,ok,14.0,ok
638,data/automata/random/FINLESS.hoa:15675.1-15697.7,2,5,9,9,3,1,1,1,0,13.0,ok,14.0,ok,235.0,ok,67.0,ok,14.0,ok
639,data/automata/random/FINLESS.hoa:15698.1-15754.7,2,15,34,34,3,8,5,1,0,30.0,ok,30.0,ok,3495.0,ok,389.0,ok,40.0,ok
640,data/automata/random/FINLESS.hoa:15883.1-16071.7,2,52,129,129,7,23,8,1,0,195.0,ok,164.0,ok,,timeout,647.0,ok,216.0,ok
641,data/automata/random/FINLESS.hoa:16373.1-16483.7,2,32,71,71,3,12,9,1,0,,timeout,68.0,ok,2880.0,ok,205.0,ok,83.0,ok
642,data/automata/random/FINLESS.hoa:16484.1-16557.7,2,20,46,46,9,9,6,1,0,1321.0,ok,410.0,ok,53237.0,ok,666.0,ok,710.0,ok
643,data/automata/random/FINLESS.hoa:16558.1-16585.7,2,7,13,13,3,2,4,1,0,9.0,ok,9.0,ok,259.0,ok,31.0,ok,11.0,ok
644,data/automata/random/FINLESS.hoa:17030.1-17047.7,2,4,6,6,5,3,0,0,0,5.0,ok,5.0,ok,66.0,ok,11.0,ok,5.0,ok
645,data/automata/random/FINLESS.hoa:17048.1-17168.7,2,28,85,85,5,6,10,1,0,,timeout,32100.0,ok,,timeout,24396.0,ok,247235.0,ok
646,data/automata/random/FINLESS.hoa:17169.1-17293.7,2,35,82,82,7,10,10,1,0,124.0,ok,34.0,ok,,timeout,336.0,ok,114.0,ok
647,data/automata/random/FINLESS.hoa:17419.1-17448.7,2,7,14,14,2,1,1,1,0,43.0,ok,40.0,ok,660.0,ok,152.0,ok,40.0,ok
648,data/automata/random/FINLESS.hoa:17915.1-17954.7,2,10,22,22,4,2,5,1,0,63.0,ok,51.0,ok,560.0,ok,84.0,ok,59.0,ok
649,data/automata/random/FINLESS.hoa:18493.1-18566.7,2,16,49,49,2,3,6,1,0,132.0,ok,257.0,ok,972.0,ok,245.0,ok,148.0,ok
650,data/automata/random/FINLESS.hoa:18856.1-18972.7,2,34,75,75,2,12,6,1,0,44.0,ok,27.0,ok,1711.0,ok,152.0,ok,32.0,ok
651,data/automata/random/FINLESS.hoa:19138.1-19216.7,2,20,51,51,2,5,12,1,0,45.0,ok,33.0,ok,879.0,ok,117.0,ok,38.0,ok
652,data/automata/random/FINLESS.hoa:19294.1-19443.7,2,41,101,101,11,10,10,1,0,6940.0,ok,1156.0,ok,,timeout,1345.0,ok,1378.0,ok
653,data/automata/random/FINLESS.hoa:19964.1-20023.7,2,17,35,35,7,7,6,1,0,17.0,ok,23.0,ok,1945.0,ok,52.0,ok,18.0,ok
654,data/automata/random/FINLESS.hoa:20161.1-20209.7,2,13,28,28,3,3,5,1,0,10.0,ok,10.0,ok,692.0,ok,82.0,ok,21.0,ok
655,data/automata/random/FINLESS.hoa:20388.1-20422.7,2,10,17,17,3,6,1,1,0,6.0,ok,6.0,ok,58.0,ok,16.0,ok,6.0,ok
656,data/automata/random/FINLESS.hoa:21518.1-21588.7,2,23,40,40,7,11,3,1,0,11.0,ok,12.0,ok,798.0,ok,60.0,ok,13.0,ok
657,data/automata/random/FINLESS.hoa:21701.1-21731.7,2,7,16,16,2,5,3,1,0,9.0,ok,9.0,ok,51.0,ok,33.0,ok,9.0,ok
658,data/automata/random/FINLESS.hoa:21990.1-22122.7,2,34,91,91,3,8,12,1,0,140.0,ok,233.0,ok,41965.0,ok,681.0,ok,337.0,ok
659,data/automata/random/FINLESS.hoa:22277.1-22356.7,2,23,49,49,6,5,7,1,0,31.0,ok,36.0,ok,10371.0,ok,157.0,ok,36.0,ok
660,data/automata/random/FINLESS.hoa:23293.1-23328.7,2,10,18,18,6,5,3,1,0,17.0,ok,13.0,ok,3249.0,ok,79.0,ok,14.0,ok
661,data/automata/random/FINLESS.hoa:23329.1-23476.7,2,38,102,102,13,13,13,1,0,9476.0,ok,1135.0,ok,,timeout,1530.0,ok,811717.0,ok
662,data/automata/random/FINLESS.hoa:23477.1-23577.7,2,24,68,68,3,11,12,1,0,113.0,ok,110.0,ok,1468.0,ok,319.0,ok,170.0,ok
663,data/automata/random/FINLESS.hoa:23578.1-23627.7,2,15,27,27,2,7,4,1,0,9.0,ok,12.0,ok,176.0,ok,44.0,ok,12.0,ok
664,data/automata/random/FINLESS.hoa:24027.1-24142.7,2,35,73,73,8,12,6,1,0,41.0,ok,58.0,ok,,timeout,242.0,ok,58.0,ok
665,data/automata/random/FINLESS.hoa:24224.1-24332.7,2,32,69,69,7,14,8,1,0,29.0,ok,25.0,ok,56285.0,ok,109.0,ok,27.0,ok
666,data/automata/random/FINLESS.hoa:24811.1-24867.7,2,14,35,35,3,2,9,1,0,,timeout,1311.0,ok,,timeout,2656.0,ok,2488.0,ok
667,data/automata/random/FINLESS.hoa:25033.1-25057.7,2,6,11,11,4,3,1,1,0,5.0,ok,5.0,ok,150.0,ok,28.0,ok,5.0,ok
668,data/automata/random/FINLESS.hoa:25678.1-25723.7,2,13,25,25,10,8,3,1,0,16.0,ok,16.0,ok,,timeout,85.0,ok,33.0,ok
669,data/automata/random/FINLESS.hoa:26734.1-26755.7,2,5,9,9,7,3,2,1,0,8.0,ok,8.0,ok,76.0,ok,27.0,ok,8.0,ok
670,data/automata/random/FINLESS.hoa:27178.1-27247.7,2,16,45,45,4,2,11,1,0,97.0,ok,122.0,ok,670.0,ok,119.0,ok,140.0,ok
671,data/automata/random/FINLESS.hoa:27442.1-27491.7,2,14,28,28,5,3,5,1,0,110.0,ok,54.0,ok,5534.0,ok,166.0,ok,78.0,ok
672,data/automata/random/FINLESS.hoa:28194.1-28258.7,2,17,40,40,4,6,4,1,0,86.0,ok,83.0,ok,11334.0,ok,332.0,ok,91.0,ok
673,data/automata/random/FINLESS.hoa:28391.1-28442.7,2,15,29,29,6,7,3,1,0,18.0,ok,13.0,ok,2250.0,ok,59.0,ok,13.0,ok
674,data/automata/random/FINLESS.hoa:28443.1-28486.7,2,11,25,25,6,4,3,1,0,24.0,ok,22.0,ok,2632.0,ok,113.0,ok,20.0,ok
675,data/automata/random/FINLESS.hoa:28516.1-28556.7,2,11,22,22,3,3,5,1,0,30.0,ok,32.0,ok,713.0,ok,57.0,ok,31.0,ok
676,data/automata/random/FINLESS.hoa:28557.1-28610.7,2,12,34,34,3,2,7,1,0,80.0,ok,65.0,ok,1754.0,ok,144.0,ok,85.0,ok
677,data/automata/random/FINLESS.hoa:28611.1-28757.7,2,36,103,103,10,11,13,1,0,455.0,ok,284.0,ok,,timeout,899.0,ok,590.0,ok
678,data/automata/random/FINLESS.hoa:29467.1-29705.7,2,67,164,164,10,20,13,1,0,1379.0,ok,600.0,ok,,timeout,687.0,ok,1274.0,ok
679,data/automata/random/FINLESS.hoa:29997.1-30038.7,2,11,23,23,6,6,2,1,0,14.0,ok,13.0,ok,1112.0,ok,75.0,ok,12.0,ok
680,data/automata/random/FINLESS.hoa:30145.1-30175.7,2,7,15,15,2,1,3,1,0,9.0,ok,9.0,ok,228.0,ok,62.0,ok,9.0,ok
681,data/automata/random/FINLESS.hoa:30202.1-30240.7,2,10,21,21,3,3,4,1,0,24.0,ok,26.0,ok,3104.0,ok,236.0,ok,31.0,ok
682,data/automata/random/FINLESS.hoa:30241.1-30259.7,2,4,6,6,2,2,0,0,0,7.0,ok,7.0,ok,17.0,ok,15.0,ok,7.0,ok
683,data/automata/random/FINLESS.hoa:30401.1-30476.7,2,16,51,51,4,3,7,1,0,78.0,ok,99.0,ok,1610.0,ok,200.0,ok,134.0,ok
684,data/automata/random/FINLESS.hoa:30477.1-30516.7,2,10,22,22,2,4,3,1,0,8.0,ok,8.0,ok,234.0,ok,36.0,ok,10.0,ok
685,data/automata/random/FINLESS.hoa:30693.1-30807.7,2,32,75,75,10,16,9,1,0,,timeout,129.0,ok,,timeout,593.0,ok,1250.0,ok
686,data/automata/random/FINLESS.hoa:31077.1-31145.7,2,22,39,39,8,8,2,1,0,60.0,ok,37.0,ok,,timeout,87.0,ok,38.0,ok
687,data/automata/random/FINLESS.hoa:31146.1-31246.7,2,29,64,64,6,9,5,1,0,73.0,ok,60.0,ok,3029.0,ok,171.0,ok,69.0,ok
688,data/automata/random/FINLESS.hoa:31282.1-31367.7,2,27,51,51,6,11,5,1,0,31.0,ok,25.0,ok,5449.0,ok,109.0,ok,38.0,ok
689,data/automata/random/FINLESS.hoa:31670.1-31713.7,2,12,24,24,4,4,3,1,0,46.0,ok,46.0,ok,1072.0,ok,108.0,ok,50.0,ok
690,data/automata/random/FINLESS.hoa:31714.1-31803.7,2,23,59,59,9,9,8,1,0,49.0,ok,55.0,ok,14131.0,ok,256.0,ok,64.0,ok
691,data/automata/random/FINLESS.hoa:31869.1-31958.7,2,20,61,61,3,2,9,1,0,161.0,ok,98.0,ok,2575.0,ok,406.0,ok,122.0,ok
692,data/automata/random/FINLESS.hoa:32305.1-32368.7,2,18,38,38,5,13,4,1,0,21.0,ok,16.0,ok,1317.0,ok,65.0,ok,19.0,ok
693,data/automata/random/FINLESS.hoa:33127.1-33147.7,2,5,8,8,3,3,1,1,0,5.0,ok,5.0,ok,124.0,ok,28.0,ok,6.0,ok
694,data/automata/random/FINLESS.hoa:33373.1-33423.7,2,13,30,30,2,3,5,1,0,17.0,ok,14.0,ok,565.0,ok,91.0,ok,31.0,ok
695,data/automata/random/FINLESS.hoa:33424.1-33472.7,2,12,29,29,6,4,5,1,0,69.0,ok,43.0,ok,4269.0,ok,178.0,ok,62.0,ok
696,data/automata/random/FINLESS.hoa:33636.1-33713.7,2,20,50,50,6,5,10,1,0,77.0,ok,50.0,ok,30910.0,ok,152.0,ok,99.0,ok
697,data/automata/random/FINLESS.hoa:34190.1-34236.7,2,10,29,29,3,3,5,1,0,211.0,ok,160.0,ok,4150.0,ok,397.0,ok,211.0,ok
698,data/automata/random/FINLESS.hoa:34995.1-35111.7,2,30,79,79,8,8,11,1,0,325.0,ok,189.0,ok,,timeout,480.0,ok,290.0,ok
699,data/automata/random/FINLESS.hoa:35112.1-35156.7,2,12,24,24,2,2,5,1,0,15.0,ok,12.0,ok,117.0,ok,41.0,ok,14.0,ok
700,data/automata/random/FINLESS.hoa:35805.1-35909.7,2,25,72,72,2,8,9,1,0,247.0,ok,216.0,ok,8070.0,ok,552.0,ok,290.0,ok
701,data/automata/random/FINLESS.hoa:35937.1-35962.7,2,6,12,12,5,4,4,1,0,14.0,ok,13.0,ok,500.0,ok,27.0,ok,13.0,ok
702,data/automata/random/FINLESS.hoa:36342.1-36401.7,2,16,36,36,4,6,6,1,0,27.0,ok,27.0,ok,3123.0,ok,174.0,ok,57.0,ok
703,data/automata/random/FINLESS.hoa:36770.1-36794.7,2,6,11,11,4,2,2,1,0,7.0,ok,7.0,ok,28.0,ok,18.0,ok,7.0,ok
704,data/automata/random/FINLESS.hoa:36795.1-36830.7,2,10,17,17,2,3,3,1,0,9.0,ok,7.0,ok,80.0,ok,41.0,ok,11.0,ok
705,data/automata/random/FINLESS.hoa:37271.1-37341.7,2,20,43,43,6,6,8,1,0,89.0,ok,114.0,ok,38604.0,ok,297.0,ok,152.0,ok
706,data/automata/random/FINLESS.hoa:37725.1-37839.7,2,28,79,79,6,4,8,1,0,1281.0,ok,220.0,ok,,timeout,736.0,ok,364.0,ok
707,data/automata/random/FINLESS.hoa:38073.1-38121.7,2,12,29,29,3,3,5,1,0,159.0,ok,125.0,ok,1385.0,ok,197.0,ok,156.0,ok
708,data/automata/random/FINLESS.hoa:38204.1-38327.7,2,32,84,84,10,8,14,1,0,144.0,ok,74.0,ok,,timeout,323.0,ok,328.0,ok
709,data/automata/random/FINLESS.hoa:38586.1-38656.7,2,19,44,44,3,10,6,1,0,23.0,ok,22.0,ok,1042.0,ok,88.0,ok,27.0,ok
710,data/automata/random/FINLESS.hoa:38686.1-38754.7,2,19,42,42,8,8,6,1,0,66.0,ok,27.0,ok,33089.0,ok,91.0,ok,54.0,ok
711,data/automata/random/FINLESS.hoa:38755.1-38773.7,2,4,5,5,3,1,0,0,0,12.0,ok,10.0,ok,27.0,ok,22.0,ok,11.0,ok
712,data/automata/random/FINLESS.hoa:39356.1-39422.7,2,17,41,41,3,2,9,1,0,47.0,ok,68.0,ok,745.0,ok,121.0,ok,82.0,ok
713,data/automata/random/FINLESS.hoa:39691.1-39763.7,2,20,45,45,6,9,6,1,0,56.0,ok,24.0,ok,26752.0,ok,254.0,ok,37.0,ok
714,data/automata/random/FINLESS.hoa:40591.1-40607.7,2,4,5,5,4,3,1,1,0,2.0,ok,2.0,ok,31.0,ok,13.0,ok,3.0,ok
715,data/automata/random/FINLESS.hoa:40954.1-40979.7,2,6,12,12,3,2,1,1,0,23.0,ok,23.0,ok,276.0,ok,65.0,ok,23.0,ok
716,data/automata/random/FINLESS.hoa:41081.1-41104.7,2,5,10,10,2,1,0,0,0,11.0,ok,9.0,ok,29.0,ok,25.0,ok,9.0,ok
717,data/automata/random/FINLESS.hoa:41161.1-41262.7,2,27,67,67,7,11,8,1,0,94.0,ok,115.0,ok,,timeout,187.0,ok,128.0,ok
718,data/automata/random/FINLESS.hoa:41515.1-41536.7,2,5,8,8,2,1,1,1,0,12.0,ok,10.0,ok,92.0,ok,50.0,ok,11.0,ok
719,data/automata/random/FINLESS.hoa:41899.1-41920.7,2,5,9,9,3,2,1,1,0,9.0,ok,7.0,ok,120.0,ok,40.0,ok,7.0,ok
720,data/automata/random/FINLESS.hoa:42030.1-42262.7,2,69,156,156,13,19,13,1,0,869.0,ok,191.0,ok,,timeout,731.0,ok,1636.0,ok
721,data/automata/random/FINLESS.hoa:42263.1-42358.7,2,27,61,61,4,6,4,1,0,160.0,ok,275.0,ok,34250.0,ok,348.0,ok,133.0,ok
722,data/automata/random/FINLESS.hoa:43207.1-43248.7,2,11,23,23,4,3,2,1,0,14.0,ok,13.0,ok,889.0,ok,60.0,ok,14.0,ok
723,data/automata/random/FINLESS.hoa:44903.1-45091.7,2,44,137,137,11,13,17,1,0,747.0,ok,199.0,ok,,timeout,834.0,ok,970.0,ok
724,data/automata/random/FINLESS.hoa:45514.1-45587.7,2,19,47,47,6,5,4,1,0,5014.0,ok,627.0,ok,88542.0,ok,1271.0,ok,577.0,ok
725,data/automata/random/FINLESS.hoa:45629.1-45648.7,2,4,7,7,3,2,0,0,0,4.0,ok,4.0,ok,23.0,ok,16.0,ok,4.0,ok
726,data/automata/random/FINLESS.hoa:45716.1-45759.7,2,11,25,25,4,3,5,1,0,9.0,ok,9.0,ok,1026.0,ok,110.0,ok,11.0,ok
727,data/automata/random/FINLESS.hoa:45930.1-45975.7,2,11,27,27,5,4,5,1,0,44.0,ok,23.0,ok,97428.0,ok,1610.0,ok,39.0,ok
728,data/automata/random/FINLESS.hoa:45976.1-46070.7,2,29,58,58,7,11,4,1,0,16.0,ok,17.0,ok,2323.0,ok,117.0,ok,24.0,ok
729,data/automata/random/FINLESS.hoa:46071.1-46164.7,2,26,60,60,7,13,5,1,0,31.0,ok,15.0,ok,5409.0,ok,102.0,ok,18.0,ok
730,data/automata/random/FINLESS.hoa:46837.1-46887.7,2,13,30,30,3,7,6,1,0,18.0,ok,18.0,ok,1148.0,ok,116.0,ok,24.0,ok
731,data/automata/random/FINLESS.hoa:46888.1-46918.7,2,8,15,15,6,6,2,1,0,3.0,ok,3.0,ok,938.0,ok,24.0,ok,3.0,ok
732,data/automata/random/FINLESS.hoa:47078.1-47140.7,2,17,37,37,2,7,6,1,0,21.0,ok,18.0,ok,191.0,ok,56.0,ok,20.0,ok
733,data/automata/random/FINLESS.hoa:47141.1-47222.7,2,18,56,56,7,4,7,1,0,1212.0,ok,162.0,ok,37064.0,ok,559.0,ok,21009.0,ok
734,data/automata/random/FINLESS.hoa:47307.1-47375.7,2,20,41,41,6,10,4,1,0,46.0,ok,30.0,ok,67322.0,ok,136.0,ok,44.0,ok
735,data/automata/random/FINLESS.hoa:47376.1-47405.7,2,7,15,15,2,4,1,1,0,10.0,ok,11.0,ok,139.0,ok,34.0,ok,9.0,ok
736,data/automata/random/FINLESS.hoa:47470.1-47727.7,2,63,187,187,12,13,17,1,0,944.0,ok,498.0,ok,,timeout,1531.0,ok,26752.0,ok
737,data/automata/random/FINLESS.hoa:47874.1-47887.7,2,2,2,2,2,1,0,0,0,3.0,ok,3.0,ok,12.0,ok,9.0,ok,3.0,ok
738,data/automata/random/FINLESS.hoa:48053.1-48132.7,2,21,51,51,9,8,7,1,0,61.0,ok,70.0,ok,,timeout,263.0,ok,112.0,ok
739,data/automata/random/FINLESS.hoa:48544.1-48621.7,2,19,51,51,6,4,8,1,0,73.0,ok,69.0,ok,7756.0,ok,237.0,ok,99.0,ok
740,data/automata/random/FINLESS.hoa:48806.1-48904.7,2,28,63,63,8,14,6,1,0,44.0,ok,38.0,ok,26548.0,ok,111.0,ok,39.0,ok
741,data/automata/random/FINLESS.hoa:49995.1-50010.7,2,3,4,4,2,2,1,1,0,9.0,ok,9.0,ok,29.0,ok,15.0,ok,9.0,ok
742,data/automata/random/FINLESS.hoa:50125.1-50277.7,2,43,102,102,12,10,12,1,0,318.0,ok,157.0,ok,,timeout,284.0,ok,256.0,ok
743,data/automata/random/FINLESS.hoa:50340.1-50371.7,2,8,16,16,4,4,4,1,0,11.0,ok,12.0,ok,1432.0,ok,79.0,ok,13.0,ok
744,data/automata/random/FINLESS.hoa:50663.1-50766.7,2,24,72,72,5,4,11,1,0,314.0,ok,78.0,ok,7077.0,ok,279.0,ok,234.0,ok
745,data/automata/random/FINLESS.hoa:51168.1-51237.7,2,20,42,42,10,7,5,1,0,42.0,ok,40.0,ok,,timeout,177.0,ok,70.0,ok
