,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,SimCo_Base,SimCo_Base_exit_status,SimCo_RoundRobin,SimCo_RoundRobin_exit_status,SimCo_Skip,SimCo_Skip_exit_status,SimCo_SCC,SimCo_SCC_exit_status,SimCo_Jump,SimCo_Jump_exit_status,SimCo_EarlyTaint,SimCo_EarlyTaint_exit_status,SimCo_Merge,SimCo_Merge_exit_status
335,data/automata/random/TGBA.hoa:9230.1-9263.7,4,7,18,18,6,2,1,1,0,771.0,ok,780.0,ok,714.0,ok,177.0,ok,544.0,ok,779.0,ok,771.0,ok
336,data/automata/random/TGBA.hoa:9264.1-9293.7,4,7,14,14,6,2,1,1,0,331.0,ok,363.0,ok,316.0,ok,107.0,ok,299.0,ok,361.0,ok,331.0,ok
337,data/automata/random/TGBA.hoa:9294.1-9314.7,4,4,8,8,6,1,0,0,0,57.0,ok,56.0,ok,52.0,ok,46.0,ok,26.0,ok,56.0,ok,57.0,ok
338,data/automata/random/TGBA.hoa:9315.1-9336.7,4,5,8,8,6,1,1,1,0,190.0,ok,208.0,ok,174.0,ok,72.0,ok,57.0,ok,206.0,ok,190.0,ok
339,data/automata/random/TGBA.hoa:9337.1-9363.7,4,7,11,11,6,1,1,1,0,304.0,ok,327.0,ok,278.0,ok,91.0,ok,262.0,ok,326.0,ok,304.0,ok
340,data/automata/random/TGBA.hoa:9364.1-9387.7,4,5,10,10,6,1,0,0,0,73.0,ok,73.0,ok,67.0,ok,62.0,ok,67.0,ok,73.0,ok,73.0,ok
341,data/automata/random/TGBA.hoa:9388.1-9413.7,4,6,11,11,6,1,1,1,0,194.0,ok,200.0,ok,165.0,ok,82.0,ok,129.0,ok,200.0,ok,194.0,ok
342,data/automata/random/TGBA.hoa:9414.1-9447.7,4,7,18,18,6,1,1,1,0,437.0,ok,437.0,ok,394.0,ok,150.0,ok,437.0,ok,437.0,ok,437.0,ok
343,data/automata/random/TGBA.hoa:9448.1-9482.7,4,7,19,19,6,1,1,1,0,553.0,ok,560.0,ok,489.0,ok,105.0,ok,254.0,ok,556.0,ok,553.0,ok
344,data/automata/random/TGBA.hoa:9483.1-9512.7,4,7,14,14,6,1,1,1,0,539.0,ok,540.0,ok,467.0,ok,144.0,ok,592.0,ok,535.0,ok,539.0,ok
345,data/automata/random/TGBA.hoa:9513.1-9544.7,2,7,16,16,7,1,3,1,0,1740.0,ok,2365.0,ok,1694.0,ok,257.0,ok,1666.0,ok,2221.0,ok,1740.0,ok
346,data/automata/random/TGBA.hoa:9545.1-9562.7,2,3,6,6,7,1,0,0,0,54.0,ok,53.0,ok,50.0,ok,41.0,ok,48.0,ok,53.0,ok,54.0,ok
347,data/automata/random/TGBA.hoa:9563.1-9594.7,2,7,16,16,7,1,2,1,0,997.0,ok,971.0,ok,923.0,ok,221.0,ok,698.0,ok,969.0,ok,997.0,ok
348,data/automata/random/TGBA.hoa:9595.1-9620.7,2,6,11,11,7,1,1,1,0,538.0,ok,526.0,ok,488.0,ok,156.0,ok,351.0,ok,526.0,ok,538.0,ok
349,data/automata/random/TGBA.hoa:9621.1-9645.7,2,6,10,10,7,1,2,1,0,239.0,ok,264.0,ok,225.0,ok,68.0,ok,233.0,ok,264.0,ok,239.0,ok
350,data/automata/random/TGBA.hoa:9646.1-9680.7,2,7,19,19,7,1,3,1,0,3068.0,ok,3363.0,ok,2829.0,ok,378.0,ok,2858.0,ok,3190.0,ok,3022.0,ok
351,data/automata/random/TGBA.hoa:9681.1-9708.7,2,6,13,13,7,1,1,1,0,3787.0,ok,4576.0,ok,3452.0,ok,450.0,ok,3787.0,ok,4336.0,ok,3722.0,ok
352,data/automata/random/TGBA.hoa:9709.1-9744.7,2,7,20,20,7,1,4,1,0,23632.0,ok,31825.0,ok,21659.0,ok,2642.0,ok,17742.0,ok,29433.0,ok,23327.0,ok
353,data/automata/random/TGBA.hoa:9745.1-9770.7,2,5,12,12,7,1,4,1,0,641.0,ok,740.0,ok,612.0,ok,119.0,ok,643.0,ok,731.0,ok,641.0,ok
354,data/automata/random/TGBA.hoa:9771.1-9799.7,2,7,13,13,7,1,3,1,0,821.0,ok,889.0,ok,788.0,ok,111.0,ok,649.0,ok,872.0,ok,821.0,ok
355,data/automata/random/TGBA.hoa:9800.1-9822.7,2,5,9,9,7,1,0,0,0,75.0,ok,73.0,ok,69.0,ok,62.0,ok,47.0,ok,73.0,ok,75.0,ok
356,data/automata/random/TGBA.hoa:9823.1-9851.7,2,7,13,13,7,1,3,1,0,897.0,ok,984.0,ok,852.0,ok,146.0,ok,481.0,ok,985.0,ok,897.0,ok
357,data/automata/random/TGBA.hoa:9852.1-9884.7,2,7,17,17,7,1,3,1,0,1543.0,ok,1890.0,ok,1519.0,ok,212.0,ok,1527.0,ok,1827.0,ok,1543.0,ok
358,data/automata/random/TGBA.hoa:9885.1-9905.7,3,4,8,8,7,1,1,1,0,75.0,ok,77.0,ok,64.0,ok,51.0,ok,69.0,ok,77.0,ok,75.0,ok
359,data/automata/random/TGBA.hoa:9906.1-9937.7,3,7,16,16,7,2,1,1,0,999.0,ok,993.0,ok,935.0,ok,187.0,ok,903.0,ok,987.0,ok,999.0,ok
360,data/automata/random/TGBA.hoa:9938.1-9963.7,3,5,12,12,7,1,2,1,0,496.0,ok,536.0,ok,474.0,ok,119.0,ok,484.0,ok,535.0,ok,496.0,ok
361,data/automata/random/TGBA.hoa:9964.1-9992.7,3,6,14,14,7,1,1,1,0,2740.0,ok,2623.0,ok,2454.0,ok,353.0,ok,2036.0,ok,2586.0,ok,2714.0,ok
362,data/automata/random/TGBA.hoa:9993.1-10021.7,3,6,14,14,7,1,2,1,0,931.0,ok,1077.0,ok,906.0,ok,148.0,ok,679.0,ok,1062.0,ok,931.0,ok
363,data/automata/random/TGBA.hoa:10022.1-10051.7,3,6,15,15,7,1,2,1,0,1103.0,ok,1271.0,ok,1061.0,ok,142.0,ok,1090.0,ok,1232.0,ok,1103.0,ok
364,data/automata/random/TGBA.hoa:10052.1-10075.7,3,5,10,10,7,1,0,0,0,90.0,ok,90.0,ok,84.0,ok,77.0,ok,90.0,ok,90.0,ok,90.0,ok
365,data/automata/random/TGBA.hoa:10076.1-10107.7,3,7,16,16,7,1,1,1,0,1217.0,ok,1238.0,ok,1144.0,ok,229.0,ok,1078.0,ok,1225.0,ok,1217.0,ok
366,data/automata/random/TGBA.hoa:10108.1-10142.7,3,7,19,19,7,1,4,1,0,1180.0,ok,1350.0,ok,1131.0,ok,190.0,ok,779.0,ok,1278.0,ok,1178.0,ok
367,data/automata/random/TGBA.hoa:10143.1-10169.7,3,5,13,13,7,1,3,1,0,493.0,ok,555.0,ok,484.0,ok,87.0,ok,493.0,ok,547.0,ok,493.0,ok
368,data/automata/random/TGBA.hoa:10170.1-10199.7,3,6,15,15,7,1,1,1,0,1450.0,ok,1502.0,ok,1343.0,ok,266.0,ok,934.0,ok,1482.0,ok,1450.0,ok
369,data/automata/random/TGBA.hoa:10200.1-10222.7,3,5,9,9,7,3,0,0,0,49.0,ok,47.0,ok,45.0,ok,36.0,ok,49.0,ok,47.0,ok,49.0,ok
370,data/automata/random/TGBA.hoa:10223.1-10252.7,3,6,15,15,7,1,2,1,0,2188.0,ok,2296.0,ok,2051.0,ok,272.0,ok,1201.0,ok,2274.0,ok,2188.0,ok
371,data/automata/random/TGBA.hoa:10253.1-10271.7,3,4,6,6,7,2,0,0,0,55.0,ok,51.0,ok,51.0,ok,42.0,ok,49.0,ok,51.0,ok,55.0,ok
372,data/automata/random/TGBA.hoa:10272.1-10305.7,3,7,18,18,7,1,1,1,0,635.0,ok,675.0,ok,594.0,ok,150.0,ok,541.0,ok,668.0,ok,635.0,ok
373,data/automata/random/TGBA.hoa:10306.1-10335.7,3,7,14,14,7,1,0,0,0,103.0,ok,101.0,ok,95.0,ok,90.0,ok,74.0,ok,101.0,ok,103.0,ok
374,data/automata/random/TGBA.hoa:10336.1-10356.7,3,4,8,8,7,1,0,0,0,74.0,ok,73.0,ok,69.0,ok,61.0,ok,63.0,ok,73.0,ok,74.0,ok
375,data/automata/random/TGBA.hoa:10357.1-10378.7,3,5,8,8,7,1,1,1,0,303.0,ok,315.0,ok,283.0,ok,68.0,ok,142.0,ok,313.0,ok,303.0,ok
376,data/automata/random/TGBA.hoa:10379.1-10412.7,3,7,18,18,7,1,1,1,0,881.0,ok,1018.0,ok,863.0,ok,216.0,ok,592.0,ok,1007.0,ok,881.0,ok
377,data/automata/random/TGBA.hoa:10413.1-10447.7,3,7,19,19,7,1,1,1,0,1047.0,ok,1101.0,ok,983.0,ok,226.0,ok,938.0,ok,1097.0,ok,1047.0,ok
378,data/automata/random/TGBA.hoa:10448.1-10477.7,3,7,14,14,7,1,0,0,0,112.0,ok,110.0,ok,104.0,ok,99.0,ok,108.0,ok,110.0,ok,112.0,ok
379,data/automata/random/TGBA.hoa:10478.1-10502.7,4,5,11,11,7,2,1,1,0,257.0,ok,270.0,ok,236.0,ok,78.0,ok,185.0,ok,268.0,ok,257.0,ok
380,data/automata/random/TGBA.hoa:10503.1-10537.7,4,7,19,19,7,1,1,1,0,1179.0,ok,1211.0,ok,1106.0,ok,208.0,ok,1257.0,ok,1198.0,ok,1179.0,ok
381,data/automata/random/TGBA.hoa:10538.1-10571.7,4,7,18,18,7,1,1,1,0,792.0,ok,795.0,ok,737.0,ok,205.0,ok,295.0,ok,791.0,ok,792.0,ok
382,data/automata/random/TGBA.hoa:10572.1-10601.7,4,7,14,14,7,1,0,0,0,104.0,ok,103.0,ok,96.0,ok,91.0,ok,104.0,ok,103.0,ok,104.0,ok
383,data/automata/random/TGBA.hoa:10602.1-10627.7,4,5,12,12,7,1,0,0,0,86.0,ok,85.0,ok,80.0,ok,73.0,ok,84.0,ok,85.0,ok,86.0,ok
384,data/automata/random/TGBA.hoa:10628.1-10662.7,4,7,19,19,7,1,0,0,0,116.0,ok,114.0,ok,108.0,ok,103.0,ok,112.0,ok,114.0,ok,116.0,ok
385,data/automata/random/TGBA.hoa:10663.1-10691.7,4,6,14,14,7,1,2,1,0,906.0,ok,964.0,ok,881.0,ok,108.0,ok,635.0,ok,955.0,ok,906.0,ok
386,data/automata/random/TGBA.hoa:10692.1-10713.7,4,5,8,8,7,1,0,0,0,72.0,ok,70.0,ok,66.0,ok,59.0,ok,64.0,ok,70.0,ok,72.0,ok
387,data/automata/random/TGBA.hoa:10714.1-10734.7,4,4,8,8,7,1,0,0,0,69.0,ok,68.0,ok,64.0,ok,56.0,ok,51.0,ok,68.0,ok,69.0,ok
388,data/automata/random/TGBA.hoa:10735.1-10758.7,4,5,10,10,7,1,0,0,0,79.0,ok,78.0,ok,73.0,ok,66.0,ok,75.0,ok,78.0,ok,79.0,ok
389,data/automata/random/TGBA.hoa:10759.1-10783.7,4,5,11,11,7,1,0,0,0,84.0,ok,84.0,ok,78.0,ok,71.0,ok,74.0,ok,84.0,ok,84.0,ok
390,data/automata/random/TGBA.hoa:10784.1-10816.7,4,7,17,17,7,1,0,0,0,101.0,ok,100.0,ok,93.0,ok,88.0,ok,100.0,ok,100.0,ok,101.0,ok
391,data/automata/random/TGBA.hoa:10817.1-10846.7,4,7,14,14,7,1,0,0,0,114.0,ok,114.0,ok,106.0,ok,101.0,ok,114.0,ok,114.0,ok,114.0,ok
392,data/automata/random/TGBA.hoa:10847.1-10870.7,4,5,10,10,7,1,0,0,0,74.0,ok,73.0,ok,68.0,ok,61.0,ok,68.0,ok,73.0,ok,74.0,ok
393,data/automata/random/TGBA.hoa:10871.1-10896.7,4,6,11,11,7,1,0,0,0,84.0,ok,82.0,ok,77.0,ok,71.0,ok,72.0,ok,82.0,ok,84.0,ok
394,data/automata/random/TGBA.hoa:10897.1-10928.7,2,7,16,16,8,1,3,1,0,3249.0,ok,4308.0,ok,3147.0,ok,331.0,ok,3031.0,ok,4004.0,ok,3247.0,ok
395,data/automata/random/TGBA.hoa:10929.1-10954.7,2,5,12,12,8,1,3,1,0,3074.0,ok,4404.0,ok,3007.0,ok,340.0,ok,2864.0,ok,4123.0,ok,3068.0,ok
396,data/automata/random/TGBA.hoa:10955.1-10983.7,2,6,14,14,8,1,1,1,0,,timeout,,timeout,,timeout,12010.0,ok,,timeout,,timeout,,timeout
397,data/automata/random/TGBA.hoa:10984.1-11007.7,2,5,10,10,8,1,1,1,0,713.0,ok,689.0,ok,658.0,ok,160.0,ok,503.0,ok,689.0,ok,713.0,ok
398,data/automata/random/TGBA.hoa:11008.1-11029.7,2,4,9,9,8,1,1,1,0,497.0,ok,549.0,ok,465.0,ok,79.0,ok,410.0,ok,534.0,ok,497.0,ok
399,data/automata/random/TGBA.hoa:11030.1-11061.7,2,7,16,16,8,1,4,1,0,5232.0,ok,6836.0,ok,4978.0,ok,561.0,ok,3774.0,ok,6253.0,ok,5215.0,ok
400,data/automata/random/TGBA.hoa:11062.1-11088.7,2,5,13,13,8,1,2,1,0,7554.0,ok,8899.0,ok,6975.0,ok,599.0,ok,4763.0,ok,8100.0,ok,7339.0,ok
401,data/automata/random/TGBA.hoa:11089.1-11118.7,2,6,15,15,8,1,4,1,0,2959.0,ok,3407.0,ok,2812.0,ok,302.0,ok,2331.0,ok,3229.0,ok,2956.0,ok
402,data/automata/random/TGBA.hoa:11119.1-11148.7,2,6,15,15,8,1,3,1,0,1889.0,ok,2188.0,ok,1817.0,ok,228.0,ok,1708.0,ok,2085.0,ok,1873.0,ok
403,data/automata/random/TGBA.hoa:11149.1-11182.7,2,7,18,18,8,1,3,1,0,2378.0,ok,2700.0,ok,2278.0,ok,263.0,ok,2497.0,ok,2637.0,ok,2378.0,ok
404,data/automata/random/TGBA.hoa:11183.1-11212.7,2,7,14,14,8,1,2,1,0,1444.0,ok,1579.0,ok,1380.0,ok,175.0,ok,943.0,ok,1539.0,ok,1443.0,ok
405,data/automata/random/TGBA.hoa:11213.1-11233.7,2,4,8,8,8,1,0,0,0,64.0,ok,63.0,ok,59.0,ok,49.0,ok,50.0,ok,63.0,ok,64.0,ok
406,data/automata/random/TGBA.hoa:11234.1-11255.7,2,5,8,8,8,2,1,1,0,250.0,ok,262.0,ok,234.0,ok,59.0,ok,116.0,ok,261.0,ok,250.0,ok
407,data/automata/random/TGBA.hoa:11256.1-11279.7,2,5,10,10,8,1,3,1,0,901.0,ok,1002.0,ok,874.0,ok,120.0,ok,519.0,ok,966.0,ok,901.0,ok
408,data/automata/random/TGBA.hoa:11280.1-11305.7,2,6,11,11,8,1,1,1,0,359.0,ok,383.0,ok,334.0,ok,95.0,ok,270.0,ok,382.0,ok,359.0,ok
409,data/automata/random/TGBA.hoa:11306.1-11339.7,2,7,18,18,8,1,3,1,0,2732.0,ok,2977.0,ok,2662.0,ok,357.0,ok,1715.0,ok,2901.0,ok,2732.0,ok
410,data/automata/random/TGBA.hoa:11340.1-11374.7,2,7,19,19,8,1,3,1,0,4192.0,ok,4992.0,ok,3931.0,ok,396.0,ok,3545.0,ok,4827.0,ok,4186.0,ok
411,data/automata/random/TGBA.hoa:11375.1-11404.7,2,7,14,14,8,1,1,1,0,1655.0,ok,1997.0,ok,1588.0,ok,233.0,ok,770.0,ok,1887.0,ok,1653.0,ok
412,data/automata/random/TGBA.hoa:11405.1-11437.7,2,7,17,17,8,1,3,1,0,9856.0,ok,13151.0,ok,9208.0,ok,912.0,ok,9452.0,ok,12663.0,ok,9741.0,ok
413,data/automata/random/TGBA.hoa:11438.1-11462.7,3,5,11,11,8,1,1,1,0,259.0,ok,275.0,ok,235.0,ok,79.0,ok,209.0,ok,270.0,ok,259.0,ok
414,data/automata/random/TGBA.hoa:11463.1-11497.7,3,7,19,19,8,1,4,1,0,2619.0,ok,3249.0,ok,2556.0,ok,278.0,ok,1866.0,ok,3045.0,ok,2615.0,ok
415,data/automata/random/TGBA.hoa:11498.1-11531.7,3,7,18,18,8,1,3,1,0,1769.0,ok,1950.0,ok,1698.0,ok,276.0,ok,1248.0,ok,1891.0,ok,1769.0,ok
416,data/automata/random/TGBA.hoa:11532.1-11561.7,3,7,14,14,8,1,1,1,0,604.0,ok,632.0,ok,576.0,ok,140.0,ok,566.0,ok,632.0,ok,604.0,ok
417,data/automata/random/TGBA.hoa:11562.1-11587.7,3,5,12,12,8,1,0,0,0,98.0,ok,98.0,ok,92.0,ok,83.0,ok,85.0,ok,98.0,ok,98.0,ok
418,data/automata/random/TGBA.hoa:11588.1-11610.7,3,5,9,9,8,1,0,0,0,85.0,ok,83.0,ok,79.0,ok,70.0,ok,80.0,ok,83.0,ok,85.0,ok
419,data/automata/random/TGBA.hoa:11611.1-11639.7,3,6,14,14,8,1,0,0,0,109.0,ok,108.0,ok,102.0,ok,94.0,ok,95.0,ok,108.0,ok,109.0,ok
420,data/automata/random/TGBA.hoa:11640.1-11663.7,3,5,10,10,8,1,1,1,0,477.0,ok,525.0,ok,463.0,ok,88.0,ok,344.0,ok,514.0,ok,477.0,ok
421,data/automata/random/TGBA.hoa:11664.1-11696.7,3,7,17,17,8,1,1,1,0,3597.0,ok,3578.0,ok,3281.0,ok,408.0,ok,2874.0,ok,3443.0,ok,3571.0,ok
422,data/automata/random/TGBA.hoa:11697.1-11724.7,3,6,13,13,8,1,3,1,0,678.0,ok,758.0,ok,661.0,ok,106.0,ok,620.0,ok,742.0,ok,678.0,ok
423,data/automata/random/TGBA.hoa:11725.1-11754.7,3,7,14,14,8,1,3,1,0,593.0,ok,640.0,ok,560.0,ok,101.0,ok,651.0,ok,627.0,ok,593.0,ok
424,data/automata/random/TGBA.hoa:11755.1-11785.7,4,6,16,16,8,1,1,1,0,1164.0,ok,1178.0,ok,1093.0,ok,214.0,ok,1144.0,ok,1176.0,ok,1164.0,ok
425,data/automata/random/TGBA.hoa:11786.1-11808.7,4,5,9,9,8,1,1,1,0,605.0,ok,666.0,ok,567.0,ok,97.0,ok,522.0,ok,656.0,ok,605.0,ok
426,data/automata/random/TGBA.hoa:11809.1-11840.7,4,7,16,16,8,1,0,0,0,128.0,ok,128.0,ok,120.0,ok,113.0,ok,128.0,ok,128.0,ok,128.0,ok
427,data/automata/random/TGBA.hoa:11841.1-11873.7,4,7,17,17,8,1,1,1,0,1479.0,ok,1499.0,ok,1398.0,ok,252.0,ok,1367.0,ok,1491.0,ok,1479.0,ok
428,data/automata/random/TGBA.hoa:11874.1-11902.7,4,6,14,14,8,1,0,0,0,117.0,ok,116.0,ok,110.0,ok,102.0,ok,107.0,ok,116.0,ok,117.0,ok
429,data/automata/random/TGBA.hoa:11903.1-11930.7,4,7,12,12,8,1,0,0,0,122.0,ok,122.0,ok,114.0,ok,107.0,ok,122.0,ok,122.0,ok,122.0,ok
430,data/automata/random/TGBA.hoa:11931.1-11953.7,4,5,9,9,8,1,0,0,0,84.0,ok,81.0,ok,78.0,ok,69.0,ok,42.0,ok,81.0,ok,84.0,ok
431,data/automata/random/TGBA.hoa:11954.1-11991.7,4,7,22,22,8,1,1,1,0,2212.0,ok,2250.0,ok,2095.0,ok,296.0,ok,1766.0,ok,2228.0,ok,2212.0,ok
432,data/automata/random/TGBA.hoa:11992.1-12008.7,4,3,5,5,8,1,0,0,0,52.0,ok,50.0,ok,48.0,ok,37.0,ok,30.0,ok,50.0,ok,52.0,ok
433,data/automata/random/TGBA.hoa:12009.1-12035.7,4,6,12,12,8,1,0,0,0,108.0,ok,103.0,ok,101.0,ok,93.0,ok,92.0,ok,103.0,ok,108.0,ok
434,data/automata/random/TGBA.hoa:12036.1-12061.7,4,6,11,11,8,1,1,1,0,324.0,ok,354.0,ok,299.0,ok,103.0,ok,115.0,ok,351.0,ok,324.0,ok
435,data/automata/random/TGBA.hoa:12062.1-12089.7,4,6,13,13,8,1,1,1,0,638.0,ok,620.0,ok,588.0,ok,188.0,ok,463.0,ok,620.0,ok,638.0,ok
436,data/automata/random/TGBA.hoa:12090.1-12120.7,4,7,15,15,8,1,0,0,0,114.0,ok,114.0,ok,106.0,ok,99.0,ok,114.0,ok,114.0,ok,114.0,ok
437,data/automata/random/TGBA.hoa:12121.1-12152.7,4,6,17,17,8,1,1,1,0,1388.0,ok,1388.0,ok,1302.0,ok,236.0,ok,1112.0,ok,1383.0,ok,1388.0,ok
438,data/automata/random/TGBA.hoa:12153.1-12187.7,4,7,19,19,8,2,1,1,0,911.0,ok,920.0,ok,850.0,ok,186.0,ok,911.0,ok,917.0,ok,911.0,ok
439,data/automata/random/TGBA.hoa:12188.1-12215.7,4,6,13,13,8,1,0,0,0,109.0,ok,108.0,ok,102.0,ok,94.0,ok,95.0,ok,108.0,ok,109.0,ok
440,data/automata/random/TGBA.hoa:12216.1-12245.7,4,6,15,15,8,1,2,1,0,1049.0,ok,1121.0,ok,1002.0,ok,140.0,ok,861.0,ok,1093.0,ok,1049.0,ok
441,data/automata/random/TGBA.hoa:12246.1-12282.7,4,7,21,21,8,1,1,1,0,2420.0,ok,2509.0,ok,2292.0,ok,175.0,ok,2231.0,ok,2459.0,ok,2419.0,ok
442,data/automata/random/TGBA.hoa:12283.1-12314.7,4,7,16,16,8,1,0,0,0,125.0,ok,124.0,ok,117.0,ok,110.0,ok,125.0,ok,124.0,ok,125.0,ok
443,data/automata/random/TGBA.hoa:12315.1-12348.7,4,7,18,18,8,1,1,1,0,3171.0,ok,3309.0,ok,2912.0,ok,410.0,ok,2940.0,ok,3225.0,ok,3141.0,ok
